recno,id,xpos,ypos,RAJ2000,DEJ2000,SE,isoArea,FKsap,e_FKsap,apcorr,KsR,FKsapD,e_FKsapD,apcorrD,FKsD,e_FKsD,FKsauto,R50,amaj,bmin,Rad,FKsall,e_FKsall,w_FKsall,FB,e_FB,w_FB,FI,e_FI,w_FI,FR,e_FR,w_FR,FU,e_FU,w_FU,FV,e_FV,w_FV,FZ,e_FZ,w_FZ,FHs,e_FHs,w_FHs,FHl,e_FHl,w_FHl,FJ1,e_FJ1,w_FJ1,FJ2,e_FJ2,w_FJ2,FJ3,e_FJ3,w_FJ3,FKs,e_FKs,w_FKs,FKsHI,e_FKsHI,w_FKsHI,NB118,e_NB118,w_NB118,NB209,e_NB209,w_NB209,F098M,e_F098M,w_F098M,F105W,e_F105W,w_F105W,F125W,e_F125W,w_F125W,F140W,e_F140W,w_F140W,F160W,e_F160W,w_F160W,F814W,e_F814W,w_F814W,IA484,e_IA484,w_IA484,IA527,e_IA527,w_IA527,IA574,e_IA574,w_IA574,IA598,e_IA598,w_IA598,IA624,e_IA624,w_IA624,IA651,e_IA651,w_IA651,IA679,e_IA679,w_IA679,IA738,e_IA738,w_IA738,IA767,e_IA767,w_IA767,IA797,e_IA797,w_IA797,IA856,e_IA856,w_IA856,FVWFI,e_FVWFI,w_FVWFI,FRcWFI,e_FRcWFI,w_FRcWFI,FU38,e_FU38,w_FU38,FKT,e_FKT,w_FKT,F3.6,e_F3.6,w_F3.6,F4.5,e_F4.5,w_F4.5,F5.8,e_F5.8,w_F5.8,F8.0,e_F8.0,w_F8.0,wminOpt,wmin1,wminFS,wminNIR,wmin2,wminIR,wmin,Star,Nghb,Use,SNR,Use2,zspec,Simbad,U,eU,V,eV,J,eJ,zpk,lssfr,lmass,field,mag_U,mag_V,mag_J,e_mag_U,e_mag_V,e_mag_J,GalaxyType
26347,26347,2216.009,6282.861,53.1878204,-27.7133923,0,74.0,2.73048,0.13529,1.161533,2.051052,2.70978,0.06951,1.774505,4.80852,0.12334,4.82152,2.12,2.338,2.002,5.041,5.60651,0.22655,0.38,0.126444,0.05727,0.61,1.49447,0.08389,0.79,0.762771,0.03814,1.7,0.0732054,0.01275,1.46,0.490767,0.04364,0.82,2.49154,0.11112,0.75,4.26515,0.25851,1.13,4.93896,0.26902,1.12,2.8606,0.13874,1.13,3.14032,0.13338,1.14,3.87016,0.16059,1.11,5.94697,0.34096,1.11,5.37074,0.31091,2.04,2.56099,0.24351,1.11,5.48149,0.49362,1.1,2.5718,0.09035,0.97,,,0.0,3.56754,0.05196,1.07,,,0.0,4.4055,0.06628,1.0,,,0.0,0.134714,0.04898,1.0,0.254855,0.05141,1.0,0.23178,0.13018,1.0,0.477631,0.04992,1.0,0.593324,0.05895,1.0,0.772802,0.04537,1.0,0.908915,0.05773,1.0,1.42444,0.06267,1.0,1.68456,0.1575,1.0,2.18785,0.17773,1.0,2.23467,0.23682,1.0,0.29583,0.04363,1.1,0.801781,0.03986,1.09,-0.00644081,0.13393,1.13,5.41158,0.25729,1.15,5.56116,0.09664,0.46,3.64588,0.11858,0.52,0.57366,0.84195,0.8,1.57118,0.96413,0.81,0.61,0.0,0.38,1.15,0.0,30611.0,0.38,0,0,1,38.98638,b'1',,b'Simbad',0.219341,0.0134339,0.903044,0.0197878,1.99771,0.0186985,0.7326,-10.9,9.19,CDFS_,26.647200452162018,25.110727721415397,24.248668891051892,29.679494722125813,29.259006219508187,29.320483078291318,0.0
26343,26343,5771.604,6321.77,53.0204735,-27.7117481,2,486.0,40.31966,0.10266,1.063178,2.487356,29.7612,0.05274,1.774505,52.8114,0.09359,94.32985,3.282,3.944,3.486,8.639,100.39972,0.32378,0.66,2.96791,0.05696,0.94,19.1569,0.0858,1.11,10.3637,0.51818,0.6,1.97919,0.01492,1.55,7.93016,0.04743,1.0,26.2779,0.11312,1.07,66.60897,0.32409,1.04,77.27704,0.33089,1.07,36.678,0.16992,1.09,44.008,0.16805,1.04,48.8169,0.19578,1.07,96.782,0.42495,1.04,94.83362,0.27621,3.81,41.4189,0.30219,1.06,88.2017,0.61565,1.04,31.56328,0.10857,1.01,,,0.0,46.2557,0.06235,1.09,54.35554,0.13608,2.45,63.0141,0.07816,1.04,20.582,0.08211,1.02,4.23781,0.05941,1.0,5.2918,0.063,1.0,6.60494,0.15749,1.0,7.09565,0.06102,1.0,8.66152,0.07128,1.0,10.8842,0.05558,1.0,14.3159,0.06917,1.0,17.1007,0.07588,1.0,20.5676,0.1947,1.0,21.3325,0.21689,1.0,24.382,0.28865,1.0,5.30125,0.05442,1.01,11.1135,0.04943,1.01,1.91137,0.14937,1.31,95.41859,0.31905,1.2,98.36354,0.06881,1.11,65.7512,0.06928,2.13,67.4991,0.8831,0.88,44.9251,0.97943,0.94,0.6,1.02,0.66,1.2,0.0,72142.0,0.66,0,0,1,564.2988,b'1',0.678,b'Simbad',2.91948,0.12036,10.0018,0.137607,33.366,0.229828,0.6659,-9.79,10.11,CDFS_,23.83673623888016,22.49980458506996,21.19173963634864,27.298794552329895,27.15339868298294,26.59649265556058,2.0
26678,26678,3033.241,6341.921,53.149353,-27.7109432,3,91.0,2.54162,0.10189,1.128343,2.006619,1.89403,0.05235,1.774505,3.36097,0.09289,4.51995,2.675,2.823,2.133,5.718,5.10566,0.1962,0.67,0.222126,0.04384,1.01,0.514247,0.06273,1.35,0.29099,0.02373,0.94,0.170505,0.01305,1.33,0.325449,0.03217,1.43,0.741866,0.0799,1.39,2.59909,0.24942,1.14,3.76384,0.25807,1.14,1.17375,0.13512,1.13,1.51649,0.12898,1.14,2.27957,0.15409,1.13,4.62686,0.32674,1.13,5.04472,0.19767,4.69,1.47247,0.23405,1.15,3.71138,0.47648,1.13,1.07807,0.07775,1.26,,,0.0,1.92248,0.0479,1.21,2.70294,0.16893,1.05,2.94537,0.06047,1.16,0.469033,0.16732,0.16,0.296887,0.04801,1.0,0.176967,0.05034,1.0,0.22325,0.12701,1.0,0.201309,0.04889,1.0,0.275932,0.05784,1.0,0.36518,0.04462,1.0,0.35624,0.05672,1.0,0.492389,0.06156,1.0,0.669815,0.15528,1.0,0.300273,0.17431,1.0,0.675476,0.23316,1.0,0.237535,0.0438,1.03,0.246626,0.03953,1.06,0.126487,0.13036,1.14,5.14207,0.26462,1.04,9.21595,0.10281,0.6,13.5227,0.11499,0.67,8.82484,0.87237,0.96,8.98232,0.99479,1.0,0.94,0.16,0.67,1.04,0.0,39583.0,0.67,0,0,1,36.18363,b'1',,b'Simbad',0.289241,0.00762464,0.855259,0.020877,2.99639,0.039394,1.5457,-9.41,10.07,CDFS_,26.346850364096515,25.16975586745599,23.80850415247746,30.294451642151103,29.200829771963306,28.51142479856552,2.0
26689,26689,2790.261,6357.623,53.1607895,-27.7102871,0,137.0,5.09896,0.10266,1.117284,2.211585,5.18905,0.05274,1.774505,9.20799,0.09359,10.09303,2.277,2.783,2.393,6.013,11.28918,0.2094,0.66,0.840846,0.04905,0.99,1.68495,0.07988,1.01,1.21513,0.06076,0.94,0.715415,0.0136,1.49,0.990696,0.04189,1.03,2.87283,0.10545,0.97,8.32755,0.27585,1.14,8.07546,0.28665,1.13,3.80845,0.1493,1.13,4.27915,0.1432,1.13,5.20097,0.1712,1.12,11.271,0.36226,1.12,11.4722,0.22385,4.38,3.90904,0.25909,1.14,9.77085,0.52748,1.12,3.36273,0.09084,1.13,,,0.0,4.83781,0.05637,1.06,6.38852,0.18541,1.05,7.87056,0.07292,0.97,2.38925,0.1844,0.16,0.558677,0.05278,1.0,0.762642,0.05541,1.0,0.89328,0.14016,1.0,1.12848,0.05384,1.0,1.06537,0.06368,1.0,1.22533,0.04904,1.0,1.28352,0.06247,1.0,1.52189,0.06767,1.0,1.62674,0.17043,1.0,1.70807,0.19157,1.0,3.16452,0.25618,1.0,0.800887,0.04749,1.07,1.19906,0.04323,1.08,0.965778,0.14714,1.09,11.64508,0.28882,1.06,18.80165,0.07736,0.61,18.5674,0.10391,0.69,14.1986,0.81297,0.92,16.1175,0.84609,1.02,0.94,0.16,0.66,1.06,0.0,40757.0,0.66,0,0,1,98.38893,b'1',,b'Simbad',0.732158,0.0462925,1.73445,0.0586371,5.4123,0.116911,1.2434,-8.48,9.79,CDFS_,25.33848796974591,24.402095538253395,23.166545346920326,28.33622341189656,28.07956879156625,27.330361561818414,2.0
27201,27201,5774.083,6494.136,53.0203629,-27.704567,2,281.0,20.49341,0.11914,1.078213,2.442336,14.81086,0.06121,1.774505,26.28196,0.10862,46.42106,3.22,3.769,2.832,7.612,50.10685,0.32165,0.49,1.08086,0.07008,0.6,10.4397,0.0849,1.09,4.93117,0.24656,0.6,0.761675,0.01589,1.32,3.80282,0.04647,1.0,14.2126,0.11271,1.04,33.74147,0.31711,1.05,38.62144,0.3295,1.05,19.1287,0.16889,1.07,23.1563,0.16432,1.05,25.8018,0.19544,1.04,49.7489,0.42042,1.03,47.06213,0.38592,1.88,22.8025,0.29672,1.06,44.8768,0.59878,1.06,16.97216,0.10746,0.97,,,0.0,24.398,0.0621,1.06,28.73177,0.13486,2.39,32.3867,0.07713,1.03,11.1973,0.08989,0.82,1.84291,0.0584,1.0,2.45213,0.0619,1.0,2.93052,0.15452,1.0,3.45409,0.06002,1.0,3.86444,0.07011,1.0,4.96367,0.0546,1.0,7.0163,0.06783,1.0,9.38069,0.0744,1.0,10.114,0.19102,1.0,11.2314,0.21242,1.0,13.7382,0.28324,1.0,2.56579,0.05369,1.0,5.55065,0.04824,1.02,0.59344,0.14662,1.31,48.61995,0.3181,1.16,53.35985,0.075,1.1,34.8674,0.06304,2.1,35.1436,0.87433,0.88,23.1118,0.96891,0.95,0.6,0.82,0.49,1.16,0.0,71823.0,0.49,0,0,1,241.9721,b'1',0.735,b'Simbad',1.57176,0.0413909,5.65592,0.0613602,17.3762,0.0971234,0.6917,-12.26,9.97,CDFS_,24.50903441964898,23.118741855084235,21.900112983336356,28.457737825591224,28.030283083747964,27.53169030662673,2.0
27824,27824,2378.523,6605.335,53.1801643,-27.6999588,0,40.0,0.76339,0.12165,1.163139,2.024054,0.70524,0.0625,1.774505,1.25144,0.1109,1.32843,2.223,1.912,1.728,5.017,1.54685,0.20488,0.46,0.547216,0.03295,1.82,0.848862,0.07812,0.89,0.696616,0.03483,2.03,0.507697,0.01245,1.49,0.771408,0.04009,0.95,0.929674,0.09603,0.98,1.54244,0.25499,1.14,2.29747,0.26531,1.13,1.16899,0.13568,1.15,1.5206,0.13091,1.15,1.96198,0.15778,1.12,1.96017,0.33265,1.13,1.21135,0.30398,2.02,1.73048,0.23609,1.15,0.64833,0.48062,1.13,1.10886,0.08902,0.99,,,0.0,1.71839,0.05473,0.94,,,0.0,1.45666,0.06987,0.88,,,0.0,0.549667,0.04833,1.0,0.690725,0.05089,1.0,0.57024,0.12892,1.0,0.723507,0.04922,1.0,0.619636,0.05826,1.0,0.668813,0.0449,1.0,0.672927,0.05709,1.0,0.661339,0.06182,1.0,0.710373,0.15495,1.0,0.813916,0.17488,1.0,0.743462,0.23382,1.0,0.646813,0.04341,1.08,0.676344,0.03915,1.11,0.438023,0.13339,1.12,1.32692,0.26159,1.08,2.34347,0.08632,0.48,2.04575,0.10959,0.5,1.60535,0.80009,0.85,-0.508092,0.91641,0.86,0.89,0.0,0.46,1.08,0.0,29882.0,0.47,0,0,1,11.28419,b'1',,b'Simbad',0.373938,0.00907695,0.594243,0.00217847,0.806287,0.0107108,1.6454,-10.3,8.95,CDFS_,26.068000997774067,25.5650898135631,25.233775856001365,30.10515014210256,31.65462104103524,29.925445225205596,1.0
27901,27901,3155.682,6674.835,53.143589,-27.697073,2,287.0,15.37252,0.10114,1.075335,2.676387,12.82998,0.05196,1.774505,22.76687,0.0922,38.26048,3.196,4.23,2.638,7.783,41.18808,0.28054,0.68,1.31026,0.05941,0.98,8.70061,0.10024,0.94,5.0782,0.25391,0.87,0.92153,0.0194,1.07,3.68441,0.0502,1.04,11.7471,0.12596,1.0,29.18627,0.33276,1.14,32.95415,0.34868,1.12,16.8222,0.17856,1.14,19.12,0.17253,1.14,20.811,0.20567,1.13,41.8655,0.43723,1.12,41.6024,0.25938,4.81,18.1842,0.3095,1.17,39.3511,0.63834,1.12,13.47875,0.10183,1.3,,,0.0,19.6614,0.0743,0.89,23.46481,0.15651,2.18,27.1957,0.07967,1.18,9.94852,0.14767,0.37,1.93486,0.06415,1.0,2.39951,0.06738,1.0,2.82146,0.16985,1.0,3.09336,0.06519,1.0,4.39476,0.07723,1.0,5.25426,0.05972,1.0,6.67999,0.07565,1.0,7.9723,0.08223,1.0,9.42543,0.2069,1.0,9.52843,0.23224,1.0,11.0815,0.31131,1.0,2.48574,0.058,1.04,5.39967,0.05251,1.07,1.13591,0.18185,1.05,42.39672,0.36108,0.99,39.26476,0.1019,0.44,25.8373,0.12761,0.42,27.8656,0.87936,0.94,19.5589,0.90761,0.99,0.87,0.37,0.68,0.99,0.0,25000.0,0.68,0,0,1,246.9262,b'1',0.665,b'Simbad',1.31326,0.0384863,4.38664,0.0390309,14.462,0.0550063,0.6562,-11.17,9.72,CDFS_,24.70412320879208,23.394670013844465,22.099429107005353,28.53673459786902,28.521478585893263,28.148968917239543,2.0
28644,28644,4862.485,6799.388,53.0632706,-27.6918736,0,43.0,0.8467,0.12869,1.217332,1.940854,0.75263,0.06611,1.774505,1.33555,0.11732,1.34994,2.13,1.981,1.735,4.32,1.64513,0.18365,0.42,0.200777,0.04128,1.07,0.514118,0.06909,1.03,0.230074,0.02043,1.23,0.163032,0.01456,1.0,0.194335,0.03689,0.99,0.669275,0.09114,1.01,0.80281,0.25135,1.05,1.16996,0.25871,1.05,0.79402,0.13514,1.05,0.859964,0.12964,1.07,0.810733,0.15652,1.05,1.37964,0.33539,1.03,2.1562,0.30444,1.96,0.999571,0.23692,1.05,1.37614,0.48747,1.01,0.80112,0.08809,0.89,,,0.0,0.907047,0.05427,0.87,,,0.0,0.99289,0.06927,0.81,0.478224,0.06397,1.02,0.169512,0.04684,1.0,0.219994,0.04964,1.0,-0.01178,0.12343,1.0,0.14156,0.04778,1.0,0.217978,0.05588,1.0,0.323552,0.04348,1.0,0.304591,0.0542,1.0,0.367112,0.0597,1.0,0.358301,0.1528,1.0,0.45854,0.17077,1.0,0.954837,0.22635,1.0,0.234119,0.04278,0.99,0.271179,0.03818,1.02,0.193774,0.11692,1.31,1.39653,0.26853,0.99,1.46471,0.06044,0.91,1.0125,0.05518,2.15,-0.226035,0.72738,0.87,1.3102,0.78596,0.99,0.99,1.02,0.42,0.99,0.0,70894.0,0.42,0,0,1,11.38399,b'1',,b'Simbad',0.106413,0.0174277,0.279318,0.0163385,0.646275,0.0254155,0.8926,-9.58,8.73,CDFS_,27.43251328246643,26.38475269074404,25.47395660915682,29.396899811516224,29.466969543870334,28.987253354967628,1.0
28672,28672,3951.659,6806.583,53.1061325,-27.6915855,0,42.0,0.71227,0.09267,1.132407,2.190656,0.65549,0.04761,1.774505,1.16318,0.08448,1.3779,2.435,1.985,1.942,5.615,1.56206,0.17481,0.81,0.394253,0.04951,0.94,0.899438,0.07857,1.02,0.493886,0.02469,1.87,0.379393,0.01588,1.07,0.40733,0.04034,1.06,0.854921,0.10157,1.02,1.05069,0.27253,1.14,1.21271,0.28392,1.12,0.845084,0.14464,1.15,1.23564,0.1408,1.15,1.17842,0.1707,1.11,1.3344,0.36031,1.12,1.49793,0.18101,7.01,1.36914,0.25442,1.16,1.54032,0.52249,1.12,1.1853,0.07624,1.59,,,0.0,1.19597,0.06575,0.75,1.46287,0.18026,1.08,1.51005,0.05921,1.4,0.928946,0.08077,0.82,0.328267,0.05309,1.0,0.405745,0.05581,1.0,0.36073,0.13885,1.0,0.382211,0.05367,1.0,0.503536,0.06324,1.0,0.439702,0.04929,1.0,0.578234,0.0616,1.0,0.756774,0.06781,1.0,0.453346,0.17201,1.0,0.786121,0.19283,1.0,0.612837,0.25673,1.0,0.411633,0.05373,0.8,0.593292,0.04631,0.9,0.345347,0.14874,1.04,1.38513,0.30285,0.95,1.48224,0.0987,0.45,1.05083,0.12314,0.47,-1.10658,0.78807,1.02,0.746114,0.86782,1.05,0.8,0.82,0.81,0.95,0.0,27836.0,0.81,0,0,1,13.76885,b'1',,b'Simbad',0.20872,0.0203324,0.373335,0.0127077,0.562756,0.0139785,0.8655,-9.05,8.61,CDFS_,26.70108983476959,26.06975323309789,25.62419966483904,29.22952838748777,29.739832616081078,29.63634857302698,1.0
28877,28877,3753.963,6903.532,53.1154366,-27.6875458,0,223.0,10.64827,0.08941,1.08534,2.232291,8.89663,0.0462,1.774505,15.78712,0.08199,21.901,2.747,3.737,2.576,7.229,23.79618,0.22675,0.87,0.356922,0.04611,1.13,2.71692,0.08175,0.98,1.32133,0.06607,1.6,0.261866,0.01715,0.95,0.962871,0.04094,1.07,4.09994,0.10269,1.04,12.91671,0.27695,1.14,15.21789,0.28574,1.15,6.08316,0.14799,1.14,7.59066,0.14355,1.15,8.89227,0.17209,1.13,22.8256,0.36648,1.12,22.28225,0.16677,8.57,7.45425,0.26267,1.13,19.0296,0.53006,1.13,5.07666,0.09725,1.01,,,0.0,8.42896,0.0663,0.77,10.4221,0.18674,1.05,12.4601,0.07659,0.87,3.10713,0.07925,0.89,0.412933,0.05403,1.0,0.549964,0.05676,1.0,0.66742,0.1416,1.0,0.878401,0.05458,1.0,1.02015,0.0644,1.0,1.31364,0.05021,1.0,1.5479,0.06289,1.0,2.37638,0.06906,1.0,2.97482,0.17465,1.0,2.90338,0.19578,1.0,3.06319,0.2613,1.0,0.681549,0.05024,0.95,1.40622,0.04602,0.95,0.150896,0.15584,0.99,23.24383,0.3234,0.86,29.60915,0.11569,0.4,20.3356,0.14566,0.41,21.056,0.8394,0.94,13.7314,0.94767,1.02,0.95,0.89,0.87,0.86,0.0,24514.0,0.87,0,0,1,192.558,b'1',,b'Simbad',0.388395,0.0254155,1.65476,0.0490155,8.05721,0.175185,0.7244,-8.91,9.77,CDFS_,26.02681592403667,24.45316246428848,22.734538292313278,28.987253354967628,28.274166407071178,26.891257706266234,2.0
29439,29439,3610.951,7044.28,53.1221657,-27.6816826,0,126.0,5.47631,0.09046,1.119297,2.171776,5.17644,0.0462,1.774505,9.18562,0.08199,10.62571,2.385,2.691,2.424,5.951,11.90641,0.1823,0.85,0.304865,0.04778,1.0,1.51217,0.07954,0.98,0.81535,0.04077,0.85,0.242382,0.01639,0.98,0.61459,0.04023,1.05,3.04853,0.10024,1.04,7.79634,0.26743,1.15,8.9531,0.28191,1.12,4.13109,0.14406,1.14,4.76591,0.13984,1.15,6.17163,0.16744,1.13,11.4446,0.35615,1.12,11.89769,0.17254,7.59,5.30419,0.25222,1.16,11.6939,0.52032,1.11,3.55228,0.09411,1.01,,,0.0,5.93389,0.05922,0.92,7.30198,0.20176,0.85,7.89998,0.0741,0.88,1.99874,0.09746,0.56,0.303591,0.05251,1.0,0.442875,0.05519,1.0,0.43808,0.13806,1.0,0.629428,0.05303,1.0,0.720975,0.06256,1.0,0.781148,0.04883,1.0,0.817766,0.06126,1.0,1.11219,0.06714,1.0,1.66397,0.16933,1.0,1.50836,0.18992,1.0,2.83855,0.25387,1.0,0.393062,0.04884,0.95,0.763921,0.04453,0.96,0.159416,0.15437,0.96,12.81465,0.31974,0.83,16.02895,0.09397,0.4,12.1543,0.11735,0.4,9.33431,0.81205,0.9,7.27318,0.90491,0.98,0.85,0.56,0.85,0.83,0.0,23930.0,0.85,0,0,1,112.0385,b'1',,b'Simbad',0.454654,0.0214216,1.66948,0.0297724,5.20218,0.067351,1.044,-9.74,9.88,CDFS_,25.855797459202183,24.44354694832496,23.20953656227352,29.172870236045643,28.815465386951843,27.929139879167344,2.0
29848,29848,3509.3,7163.777,53.1269493,-27.6767025,0,29.0,0.70198,0.11046,1.166615,2.025311,0.75287,0.05675,1.774505,1.33598,0.10071,1.21869,1.921,1.913,1.662,4.957,1.4233,0.18166,0.57,-0.00851231,0.04376,1.04,0.112604,0.09991,0.54,0.118313,0.02533,0.82,0.0487555,0.01532,0.97,0.124121,0.04886,0.62,0.462839,0.11429,0.7,1.07502,0.24986,1.14,0.90319,0.262,1.13,0.561522,0.13451,1.14,0.609598,0.13107,1.14,0.86596,0.15625,1.13,0.95008,0.33349,1.11,1.37772,0.21746,4.18,0.506442,0.24045,1.11,1.38596,0.48091,1.13,0.66654,0.08796,0.99,,,0.0,0.711676,0.06704,0.63,,,0.0,1.05753,0.06957,0.87,0.338034,0.091,0.56,0.0225253,0.04893,1.0,0.0727404,0.05148,1.0,0.01276,0.12903,1.0,-0.012898,0.04944,1.0,-0.00481037,0.05826,1.0,0.10232,0.04553,1.0,0.0758592,0.05717,1.0,0.123651,0.06258,1.0,0.0493839,0.15749,1.0,0.283041,0.17679,1.0,0.43559,0.23647,1.0,0.090929,0.0448,0.98,0.179605,0.04106,0.98,0.153925,0.14191,0.99,1.86089,0.30745,0.78,2.30299,0.09875,0.41,1.56648,0.11691,0.42,-0.426,0.81125,0.87,-0.0404146,0.84092,0.97,0.54,0.56,0.57,0.78,0.0,24708.0,0.57,0,0,1,13.26621,b'1',,b'Simbad',0.0483475,0.00508309,0.213741,0.0172462,0.601177,0.0216031,0.9409,-10.47,9.07,CDFS_,28.289064944814672,26.67528040767055,25.552494107821598,30.73468050178232,29.408266454495926,29.163709810051756,0.0
30540,30540,2669.843,7538.817,53.1664391,-27.6610699,0,129.0,3.56316,0.17781,1.094714,2.27225,2.59963,0.09135,1.774505,4.61305,0.1621,7.39589,3.013,3.196,2.351,6.798,8.10529,0.41886,0.22,0.337963,0.06429,0.6,2.71735,0.12815,0.42,1.37722,0.06886,1.9,0.25144,0.01372,1.53,1.02173,0.06898,0.4,3.46075,0.16519,0.4,5.97124,0.28887,1.1,7.1004,0.3026,1.08,3.89363,0.15553,1.11,4.82111,0.14907,1.11,5.02523,0.17971,1.09,7.43826,0.56193,0.5,8.4627,1.23114,0.17,4.09881,0.29472,0.93,5.72644,0.55447,1.07,3.75718,0.14198,0.47,,,0.0,5.04095,0.08872,0.45,,,0.0,5.97141,0.11095,0.43,,,0.0,0.56645,0.05452,1.0,0.568575,0.05756,1.0,0.42235,0.14515,1.0,0.77942,0.056,1.0,1.02823,0.06534,1.0,1.35263,0.05064,1.0,1.67585,0.06464,1.0,2.42295,0.06987,1.0,2.52401,0.17509,1.0,2.64526,0.19706,1.0,3.17037,0.26255,1.0,0.584003,0.04862,1.06,1.3556,0.04393,1.07,0.064481,0.15422,1.06,7.82308,0.3462,0.78,7.55763,0.11082,0.33,5.15279,0.13633,0.36,6.23114,0.98769,0.65,4.35006,0.99558,0.78,0.4,0.0,0.22,0.17,0.0,21094.0,0.22,0,0,1,28.45829,b'1',,b'Simbad',0.372685,0.0188801,1.25557,0.0132523,2.76573,0.0157939,0.7045,-9.91,9.28,CDFS_,26.07164521645404,24.752897674191114,23.89547554866652,29.30998927438868,29.694271853256915,29.5037765401878,0.0
